Numero de la station;Nom de la station;Jour;Heure;tm;glot;um
OLMOS001;Olmos Cretaceous;13-01-2002 19:00:00;20;23.2;45.0;71.1
OLMOS001;Olmos Cretaceous;13-01-2002 20:00:00;21;22.6;0.0;69.6
OLMOS001;Olmos Cretaceous;13-01-2002 21:00:00;22;24.5;1.0;69.1
OLMOS001;Olmos Cretaceous;13-01-2002 22:00:00;23;21.2;0.0;74.1
OLMOS001;Olmos Cretaceous;13-01-2002 23:00:00;24;19.9;46.0;68.6
OLMOS001;Olmos Cretaceous;14-01-2002 00:00:00;1;19.0;84.0;73.7
OLMOS001;Olmos Cretaceous;14-01-2002 01:00:00;2;19.4;39.0;75.2
OLMOS001;Olmos Cretaceous;14-01-2002 02:00:00;3;20.2;16.0;75.0
OLMOS001;Olmos Cretaceous;14-01-2002 03:00:00;4;19.7;0.0;83.2
OLMOS001;Olmos Cretaceous;14-01-2002 04:00:00;5;16.1;2.0;87.3
OLMOS001;Olmos Cretaceous;14-01-2002 05:00:00;6;15.0;0.0;83.9
OLMOS001;Olmos Cretaceous;14-01-2002 06:00:00;7;15.7;0.0;83.5
OLMOS001;Olmos Cretaceous;14-01-2002 07:00:00;8;16.7;609.0;83.6
OLMOS001;Olmos Cretaceous;14-01-2002 08:00:00;9;15.0;1286.0;89.8
OLMOS001;Olmos Cretaceous;14-01-2002 09:00:00;10;15.0;1772.0;88.1
OLMOS001;Olmos Cretaceous;14-01-2002 10:00:00;11;16.3;2059.0;77.6
OLMOS001;Olmos Cretaceous;14-01-2002 11:00:00;12;17.2;2530.0;74.3
OLMOS001;Olmos Cretaceous;14-01-2002 12:00:00;13;19.2;2388.0;82.2
OLMOS001;Olmos Cretaceous;14-01-2002 13:00:00;14;17.7;2117.0;83.1
OLMOS001;Olmos Cretaceous;14-01-2002 14:00:00;15;21.5;1964.0;81.3
OLMOS001;Olmos Cretaceous;14-01-2002 15:00:00;16;19.0;2027.0;70.2
OLMOS001;Olmos Cretaceous;14-01-2002 16:00:00;17;19.4;1042.0;73.2
OLMOS001;Olmos Cretaceous;14-01-2002 17:00:00;18;25.0;584.0;79.7
OLMOS001;Olmos Cretaceous;14-01-2002 18:00:00;19;23.9;0.0;78.2
OLMOS001;Olmos Cretaceous;14-01-2002 19:00:00;20;22.8;51.0;72.4
OLMOS001;Olmos Cretaceous;14-01-2002 20:00:00;21;25.8;0.0;69.0
OLMOS001;Olmos Cretaceous;14-01-2002 21:00:00;22;22.4;26.0;67.2
OLMOS001;Olmos Cretaceous;14-01-2002 22:00:00;23;23.9;12.0;76.1
OLMOS001;Olmos Cretaceous;14-01-2002 23:00:00;24;25.3;0.0;74.1
OLMOS001;Olmos Cretaceous;15-01-2002 00:00:00;1;22.2;0.0;83.1
OLMOS001;Olmos Cretaceous;15-01-2002 01:00:00;2;22.3;12.0;71.1
OLMOS001;Olmos Cretaceous;15-01-2002 02:00:00;3;17.6;0.0;79.5
OLMOS001;Olmos Cretaceous;15-01-2002 03:00:00;4;17.4;52.0;72.2
OLMOS001;Olmos Cretaceous;15-01-2002 04:00:00;5;18.6;0.0;79.1
OLMOS001;Olmos Cretaceous;15-01-2002 05:00:00;6;15.0;42.0;82.2
OLMOS001;Olmos Cretaceous;15-01-2002 06:00:00;7;18.8;22.0;83.9
OLMOS001;Olmos Cretaceous;15-01-2002 07:00:00;8;15.0;623.0;81.9
OLMOS001;Olmos Cretaceous;15-01-2002 08:00:00;9;15.0;1270.0;82.3
OLMOS001;Olmos Cretaceous;15-01-2002 09:00:00;10;18.1;1706.0;86.5
OLMOS001;Olmos Cretaceous;15-01-2002 10:00:00;11;15.8;2235.0;85.8
OLMOS001;Olmos Cretaceous;15-01-2002 11:00:00;12;17.6;2401.0;86.0
OLMOS001;Olmos Cretaceous;15-01-2002 12:00:00;13;19.6;2358.0;78.2
OLMOS001;Olmos Cretaceous;15-01-2002 13:00:00;14;19.4;2224.0;74.0
OLMOS001;Olmos Cretaceous;15-01-2002 14:00:00;15;19.0;1881.0;84.4
OLMOS001;Olmos Cretaceous;15-01-2002 15:00:00;16;21.0;1620.0;74.0
OLMOS001;Olmos Cretaceous;15-01-2002 16:00:00;17;17.5;1175.0;80.9
OLMOS001;Olmos Cretaceous;15-01-2002 17:00:00;18;20.4;652.0;70.2
OLMOS001;Olmos Cretaceous;15-01-2002 18:00:00;19;23.0;90.0;70.8
OLMOS001;Olmos Cretaceous;15-01-2002 19:00:00;20;19.5;0.0;67.5
OLMOS001;Olmos Cretaceous;15-01-2002 20:00:00;21;24.8;0.0;66.7
OLMOS001;Olmos Cretaceous;15-01-2002 21:00:00;22;24.9;27.0;72.4
OLMOS001;Olmos Cretaceous;15-01-2002 22:00:00;23;23.5;0.0;64.5
OLMOS001;Olmos Cretaceous;15-01-2002 23:00:00;24;22.7;0.0;73.7
OLMOS001;Olmos Cretaceous;16-01-2002 00:00:00;1;22.6;9.0;70.0
OLMOS001;Olmos Cretaceous;16-01-2002 01:00:00;2;22.7;0.0;73.5
OLMOS001;Olmos Cretaceous;16-01-2002 02:00:00;3;20.8;51.0;78.9
OLMOS001;Olmos Cretaceous;16-01-2002 03:00:00;4;18.6;0.0;79.7
OLMOS001;Olmos Cretaceous;16-01-2002 04:00:00;5;19.1;0.0;75.7
OLMOS001;Olmos Cretaceous;16-01-2002 05:00:00;6;18.4;68.0;84.4
OLMOS001;Olmos Cretaceous;16-01-2002 06:00:00;7;17.1;14.0;92.4
OLMOS001;Olmos Cretaceous;16-01-2002 07:00:00;8;15.9;769.0;85.5
OLMOS001;Olmos Cretaceous;16-01-2002 08:00:00;9;15.0;1315.0;85.7
OLMOS001;Olmos Cretaceous;16-01-2002 09:00:00;10;16.7;1696.0;84.9
OLMOS001;Olmos Cretaceous;16-01-2002 10:00:00;11;15.9;2037.0;87.2
OLMOS001;Olmos Cretaceous;16-01-2002 11:00:00;12;15.0;2371.0;83.3
OLMOS001;Olmos Cretaceous;16-01-2002 12:00:00;13;18.6;2469.0;83.2
OLMOS001;Olmos Cretaceous;16-01-2002 13:00:00;14;19.1;2346.0;71.6
OLMOS001;Olmos Cretaceous;16-01-2002 14:00:00;15;21.3;2252.0;78.9
OLMOS001;Olmos Cretaceous;16-01-2002 15:00:00;16;21.4;1925.0;67.1
OLMOS001;Olmos Cretaceous;16-01-2002 16:00:00;17;20.2;1225.0;66.8
OLMOS001;Olmos Cretaceous;16-01-2002 17:00:00;18;24.5;610.0;75.8
OLMOS001;Olmos Cretaceous;16-01-2002 18:00:00;19;22.9;0.0;73.2
OLMOS001;Olmos Cretaceous;16-01-2002 19:00:00;20;25.3;31.0;64.7
OLMOS001;Olmos Cretaceous;16-01-2002 20:00:00;21;22.6;0.0;72.0
OLMOS001;Olmos Cretaceous;16-01-2002 21:00:00;22;20.7;0.0;76.8
OLMOS001;Olmos Cretaceous;16-01-2002 22:00:00;23;26.5;0.0;64.5
OLMOS001;Olmos Cretaceous;16-01-2002 23:00:00;24;22.2;88.0;71.9
OLMOS001;Olmos Cretaceous;17-01-2002 00:00:00;1;21.5;0.0;75.5
OLMOS001;Olmos Cretaceous;17-01-2002 01:00:00;2;21.7;0.0;78.3
OLMOS001;Olmos Cretaceous;17-01-2002 02:00:00;3;23.1;12.0;81.6
OLMOS001;Olmos Cretaceous;17-01-2002 03:00:00;4;17.4;0.0;80.9
OLMOS001;Olmos Cretaceous;17-01-2002 04:00:00;5;15.0;10.0;80.6
OLMOS001;Olmos Cretaceous;17-01-2002 05:00:00;6;18.1;0.0;78.3
OLMOS001;Olmos Cretaceous;17-01-2002 06:00:00;7;15.0;7.0;83.5
OLMOS001;Olmos Cretaceous;17-01-2002 07:00:00;8;18.7;661.0;73.7
OLMOS001;Olmos Cretaceous;17-01-2002 08:00:00;9;20.2;1208.0;87.0
OLMOS001;Olmos Cretaceous;17-01-2002 09:00:00;10;15.0;1753.0;90.5
OLMOS001;Olmos Cretaceous;17-01-2002 10:00:00;11;18.2;2156.0;85.5
OLMOS001;Olmos Cretaceous;17-01-2002 11:00:00;12;17.8;2192.0;80.5
OLMOS001;Olmos Cretaceous;17-01-2002 12:00:00;13;17.2;2428.0;81.3
OLMOS001;Olmos Cretaceous;17-01-2002 13:00:00;14;16.5;2162.0;84.4
OLMOS001;Olmos Cretaceous;17-01-2002 14:00:00;15;19.0;2163.0;75.5
OLMOS001;Olmos Cretaceous;17-01-2002 15:00:00;16;19.1;1755.0;76.3
OLMOS001;Olmos Cretaceous;17-01-2002 16:00:00;17;21.2;1284.0;74.9
OLMOS001;Olmos Cretaceous;17-01-2002 17:00:00;18;21.9;766.0;74.2
OLMOS001;Olmos Cretaceous;17-01-2002 18:00:00;19;23.5;0.0;77.9
OLMOS001;Olmos Cretaceous;17-01-2002 19:00:00;20;20.1;0.0;64.5
OLMOS001;Olmos Cretaceous;17-01-2002 20:00:00;21;26.4;0.0;74.0
OLMOS001;Olmos Cretaceous;17-01-2002 21:00:00;22;23.2;0.0;71.0
OLMOS001;Olmos Cretaceous;17-01-2002 22:00:00;23;21.8;85.0;66.1
OLMOS001;Olmos Cretaceous;17-01-2002 23:00:00;24;24.8;67.0;71.6
OLMOS001;Olmos Cretaceous;18-01-2002 00:00:00;1;21.5;24.0;77.9
OLMOS001;Olmos Cretaceous;18-01-2002 01:00:00;2;19.9;0.0;71.6
OLMOS001;Olmos Cretaceous;18-01-2002 02:00:00;3;20.6;0.0;76.1
OLMOS001;Olmos Cretaceous;18-01-2002 03:00:00;4;21.4;0.0;85.2
OLMOS001;Olmos Cretaceous;18-01-2002 04:00:00;5;15.0;0.0;78.9
OLMOS001;Olmos Cretaceous;18-01-2002 05:00:00;6;17.8;26.0;89.7
OLMOS001;Olmos Cretaceous;18-01-2002 06:00:00;7;19.3;0.0;81.7
OLMOS001;Olmos Cretaceous;18-01-2002 07:00:00;8;16.8;724.0;91.3
OLMOS001;Olmos Cretaceous;18-01-2002 08:00:00;9;15.0;1407.0;81.3
OLMOS001;Olmos Cretaceous;18-01-2002 09:00:00;10;15.0;1740.0;88.8
OLMOS001;Olmos Cretaceous;18-01-2002 10:00:00;11;16.1;1939.0;84.1
OLMOS001;Olmos Cretaceous;18-01-2002 11:00:00;12;15.5;2381.0;89.1
OLMOS001;Olmos Cretaceous;18-01-2002 12:00:00;13;16.5;2787.0;82.0
OLMOS001;Olmos Cretaceous;18-01-2002 13:00:00;14;18.4;2583.0;76.2
OLMOS001;Olmos Cretaceous;18-01-2002 14:00:00;15;18.9;2078.0;80.0
OLMOS001;Olmos Cretaceous;18-01-2002 15:00:00;16;19.7;1573.0;75.5
OLMOS001;Olmos Cretaceous;18-01-2002 16:00:00;17;20.7;1182.0;72.1
OLMOS001;Olmos Cretaceous;18-01-2002 17:00:00;18;27.7;595.0;70.8
OLMOS001;Olmos Cretaceous;18-01-2002 18:00:00;19;22.6;0.0;63.2
OLMOS001;Olmos Cretaceous;18-01-2002 19:00:00;20;23.1;2.0;78.6
OLMOS001;Olmos Cretaceous;18-01-2002 20:00:00;21;23.0;6.0;72.2
OLMOS001;Olmos Cretaceous;18-01-2002 21:00:00;22;23.3;138.0;69.1
OLMOS001;Olmos Cretaceous;18-01-2002 22:00:00;23;23.9;0.0;65.0
OLMOS001;Olmos Cretaceous;18-01-2002 23:00:00;24;21.0;30.0;73.1
OLMOS001;Olmos Cretaceous;19-01-2002 00:00:00;1;24.7;53.0;79.8
OLMOS001;Olmos Cretaceous;19-01-2002 01:00:00;2;19.8;94.0;73.6
OLMOS001;Olmos Cretaceous;19-01-2002 02:00:00;3;17.8;59.0;75.3
OLMOS001;Olmos Cretaceous;19-01-2002 03:00:00;4;20.3;0.0;86.1
OLMOS001;Olmos Cretaceous;19-01-2002 04:00:00;5;16.2;53.0;80.5
OLMOS001;Olmos Cretaceous;19-01-2002 05:00:00;6;15.5;8.0;88.2
OLMOS001;Olmos Cretaceous;19-01-2002 06:00:00;7;15.3;0.0;87.1
OLMOS001;Olmos Cretaceous;19-01-2002 07:00:00;8;18.4;458.0;89.8
OLMOS001;Olmos Cretaceous;19-01-2002 08:00:00;9;18.2;1188.0;92.8
OLMOS001;Olmos Cretaceous;19-01-2002 09:00:00;10;15.0;1881.0;81.5
OLMOS001;Olmos Cretaceous;19-01-2002 10:00:00;11;15.4;2131.0;88.3
OLMOS001;Olmos Cretaceous;19-01-2002 11:00:00;12;15.0;2428.0;78.7
OLMOS001;Olmos Cretaceous;19-01-2002 12:00:00;13;18.8;2629.0;77.7
OLMOS001;Olmos Cretaceous;19-01-2002 13:00:00;14;19.6;2137.0;84.6
OLMOS001;Olmos Cretaceous;19-01-2002 14:00:00;15;21.4;2029.0;75.1
OLMOS001;Olmos Cretaceous;19-01-2002 15:00:00;16;20.4;1766.0;72.9
OLMOS001;Olmos Cretaceous;19-01-2002 16:00:00;17;24.1;1235.0;72.4
OLMOS001;Olmos Cretaceous;19-01-2002 17:00:00;18;25.7;509.0;75.5
OLMOS001;Olmos Cretaceous;19-01-2002 18:00:00;19;20.9;0.0;66.1
OLMOS001;Olmos Cretaceous;19-01-2002 19:00:00;20;23.9;0.0;70.4
OLMOS001;Olmos Cretaceous;19-01-2002 20:00:00;21;23.7;29.0;73.7
OLMOS001;Olmos Cretaceous;19-01-2002 21:00:00;22;24.0;137.0;73.9
OLMOS001;Olmos Cretaceous;19-01-2002 22:00:00;23;24.9;2.0;76.8
OLMOS001;Olmos Cretaceous;19-01-2002 23:00:00;24;24.9;0.0;71.7
OLMOS001;Olmos Cretaceous;20-01-2002 00:00:00;1;20.8;12.0;69.5
OLMOS001;Olmos Cretaceous;20-01-2002 01:00:00;2;17.6;8.0;78.8
OLMOS001;Olmos Cretaceous;20-01-2002 02:00:00;3;19.3;0.0;68.6
OLMOS001;Olmos Cretaceous;20-01-2002 03:00:00;4;17.3;0.0;76.8
OLMOS001;Olmos Cretaceous;20-01-2002 04:00:00;5;17.3;0.0;81.4
OLMOS001;Olmos Cretaceous;20-01-2002 05:00:00;6;15.7;0.0;78.8
OLMOS001;Olmos Cretaceous;20-01-2002 06:00:00;7;15.9;82.0;84.4
OLMOS001;Olmos Cretaceous;20-01-2002 07:00:00;8;17.2;564.0;84.0
OLMOS001;Olmos Cretaceous;20-01-2002 08:00:00;9;20.2;1287.0;86.6
OLMOS001;Olmos Cretaceous;20-01-2002 09:00:00;10;15.7;1690.0;90.2
OLMOS001;Olmos Cretaceous;20-01-2002 10:00:00;11;15.0;2139.0;95.0
OLMOS001;Olmos Cretaceous;20-01-2002 11:00:00;12;17.2;2536.0;79.7
OLMOS001;Olmos Cretaceous;20-01-2002 12:00:00;13;18.7;2321.0;86.8
OLMOS001;Olmos Cretaceous;20-01-2002 13:00:00;14;18.5;2458.0;79.5
OLMOS001;Olmos Cretaceous;20-01-2002 14:00:00;15;20.8;2236.0;82.8
OLMOS001;Olmos Cretaceous;20-01-2002 15:00:00;16;22.5;1567.0;74.5
OLMOS001;Olmos Cretaceous;20-01-2002 16:00:00;17;24.8;1306.0;73.2
OLMOS001;Olmos Cretaceous;20-01-2002 17:00:00;18;21.8;518.0;68.9
OLMOS001;Olmos Cretaceous;20-01-2002 18:00:00;19;23.1;0.0;68.5
OLMOS001;Olmos Cretaceous;20-01-2002 19:00:00;20;23.5;0.0;66.9
OLMOS001;Olmos Cretaceous;20-01-2002 20:00:00;21;22.5;20.0;73.0
OLMOS001;Olmos Cretaceous;20-01-2002 21:00:00;22;22.6;55.0;67.8
OLMOS001;Olmos Cretaceous;20-01-2002 22:00:00;23;24.8;0.0;70.9
OLMOS001;Olmos Cretaceous;20-01-2002 23:00:00;24;24.6;11.0;74.6
OLMOS001;Olmos Cretaceous;21-01-2002 00:00:00;1;21.3;8.0;75.8
OLMOS001;Olmos Cretaceous;21-01-2002 01:00:00;2;21.8;37.0;73.6
OLMOS001;Olmos Cretaceous;21-01-2002 02:00:00;3;19.0;39.0;79.7
OLMOS001;Olmos Cretaceous;21-01-2002 03:00:00;4;18.4;28.0;83.6
OLMOS001;Olmos Cretaceous;21-01-2002 04:00:00;5;17.4;66.0;82.0
OLMOS001;Olmos Cretaceous;21-01-2002 05:00:00;6;16.3;0.0;85.9
OLMOS001;Olmos Cretaceous;21-01-2002 06:00:00;7;16.5;0.0;80.6
OLMOS001;Olmos Cretaceous;21-01-2002 07:00:00;8;15.0;592.0;88.4
OLMOS001;Olmos Cretaceous;21-01-2002 08:00:00;9;17.9;1206.0;91.5
OLMOS001;Olmos Cretaceous;21-01-2002 09:00:00;10;15.3;1933.0;88.5
OLMOS001;Olmos Cretaceous;21-01-2002 10:00:00;11;15.0;2173.0;83.2
OLMOS001;Olmos Cretaceous;21-01-2002 11:00:00;12;16.6;2281.0;80.8
OLMOS001;Olmos Cretaceous;21-01-2002 12:00:00;13;18.6;2571.0;78.7
OLMOS001;Olmos Cretaceous;21-01-2002 13:00:00;14;17.6;2301.0;75.4
OLMOS001;Olmos Cretaceous;21-01-2002 14:00:00;15;16.9;1867.0;83.8
OLMOS001;Olmos Cretaceous;21-01-2002 15:00:00;16;20.1;1688.0;75.6
OLMOS001;Olmos Cretaceous;21-01-2002 16:00:00;17;20.2;1190.0;73.1
OLMOS001;Olmos Cretaceous;21-01-2002 17:00:00;18;20.8;664.0;68.8
OLMOS001;Olmos Cretaceous;21-01-2002 18:00:00;19;24.8;1.0;78.2
OLMOS001;Olmos Cretaceous;21-01-2002 19:00:00;20;25.5;0.0;71.0
OLMOS001;Olmos Cretaceous;21-01-2002 20:00:00;21;24.7;35.0;74.9
OLMOS001;Olmos Cretaceous;21-01-2002 21:00:00;22;22.4;26.0;69.6
OLMOS001;Olmos Cretaceous;21-01-2002 22:00:00;23;25.0;0.0;68.3
OLMOS001;Olmos Cretaceous;21-01-2002 23:00:00;24;20.3;0.0;71.8
OLMOS001;Olmos Cretaceous;22-01-2002 00:00:00;1;22.9;1.0;84.6
OLMOS001;Olmos Cretaceous;22-01-2002 01:00:00;2;21.8;0.0;83.1
OLMOS001;Olmos Cretaceous;22-01-2002 02:00:00;3;21.1;54.0;86.8
OLMOS001;Olmos Cretaceous;22-01-2002 03:00:00;4;20.1;31.0;82.5
OLMOS001;Olmos Cretaceous;22-01-2002 04:00:00;5;17.3;36.0;82.7
OLMOS001;Olmos Cretaceous;22-01-2002 05:00:00;6;17.2;0.0;85.6
OLMOS001;Olmos Cretaceous;22-01-2002 06:00:00;7;15.0;0.0;90.0
OLMOS001;Olmos Cretaceous;22-01-2002 07:00:00;8;15.1;655.0;79.3
OLMOS001;Olmos Cretaceous;22-01-2002 08:00:00;9;15.6;1205.0;84.4
OLMOS001;Olmos Cretaceous;22-01-2002 09:00:00;10;16.4;1703.0;95.0
OLMOS001;Olmos Cretaceous;22-01-2002 10:00:00;11;15.9;2189.0;81.9
OLMOS001;Olmos Cretaceous;22-01-2002 11:00:00;12;17.0;2370.0;81.7
OLMOS001;Olmos Cretaceous;22-01-2002 12:00:00;13;17.8;2386.0;83.0
OLMOS001;Olmos Cretaceous;22-01-2002 13:00:00;14;20.3;2383.0;80.2
OLMOS001;Olmos Cretaceous;22-01-2002 14:00:00;15;17.6;2190.0;81.7
OLMOS001;Olmos Cretaceous;22-01-2002 15:00:00;16;18.8;1659.0;70.1
OLMOS001;Olmos Cretaceous;22-01-2002 16:00:00;17;24.3;1116.0;74.2
OLMOS001;Olmos Cretaceous;22-01-2002 17:00:00;18;22.1;549.0;72.5
OLMOS001;Olmos Cretaceous;22-01-2002 18:00:00;19;20.6;50.0;68.3
OLMOS001;Olmos Cretaceous;22-01-2002 19:00:00;20;22.9;0.0;73.5
OLMOS001;Olmos Cretaceous;22-01-2002 20:00:00;21;19.8;4.0;74.5
OLMOS001;Olmos Cretaceous;22-01-2002 21:00:00;22;24.9;0.0;73.4
OLMOS001;Olmos Cretaceous;22-01-2002 22:00:00;23;22.5;18.0;75.7
OLMOS001;Olmos Cretaceous;22-01-2002 23:00:00;24;22.8;0.0;75.9
OLMOS001;Olmos Cretaceous;23-01-2002 00:00:00;1;21.5;0.0;76.2
OLMOS001;Olmos Cretaceous;23-01-2002 01:00:00;2;20.3;86.0;77.4
OLMOS001;Olmos Cretaceous;23-01-2002 02:00:00;3;20.2;23.0;70.5
OLMOS001;Olmos Cretaceous;23-01-2002 03:00:00;4;19.6;60.0;86.5
OLMOS001;Olmos Cretaceous;23-01-2002 04:00:00;5;17.8;1.0;84.0
OLMOS001;Olmos Cretaceous;23-01-2002 05:00:00;6;16.2;0.0;76.7
OLMOS001;Olmos Cretaceous;23-01-2002 06:00:00;7;15.0;17.0;89.6
OLMOS001;Olmos Cretaceous;23-01-2002 07:00:00;8;15.4;687.0;88.9
OLMOS001;Olmos Cretaceous;23-01-2002 08:00:00;9;16.7;1252.0;82.2
OLMOS001;Olmos Cretaceous;23-01-2002 09:00:00;10;16.4;1701.0;88.5
OLMOS001;Olmos Cretaceous;23-01-2002 10:00:00;11;15.5;1970.0;80.9
OLMOS001;Olmos Cretaceous;23-01-2002 11:00:00;12;15.0;2317.0;80.8
OLMOS001;Olmos Cretaceous;23-01-2002 12:00:00;13;19.7;2709.0;77.6
OLMOS001;Olmos Cretaceous;23-01-2002 13:00:00;14;17.5;2443.0;85.3
OLMOS001;Olmos Cretaceous;23-01-2002 14:00:00;15;21.7;2058.0;81.7
OLMOS001;Olmos Cretaceous;23-01-2002 15:00:00;16;21.3;1576.0;78.3
OLMOS001;Olmos Cretaceous;23-01-2002 16:00:00;17;21.7;1298.0;69.6
OLMOS001;Olmos Cretaceous;23-01-2002 17:00:00;18;24.4;645.0;68.8
OLMOS001;Olmos Cretaceous;23-01-2002 18:00:00;19;22.5;0.0;78.5
OLMOS001;Olmos Cretaceous;23-01-2002 19:00:00;20;21.1;0.0;69.8
OLMOS001;Olmos Cretaceous;23-01-2002 20:00:00;21;25.5;70.0;70.5
OLMOS001;Olmos Cretaceous;23-01-2002 21:00:00;22;21.8;2.0;69.4
OLMOS001;Olmos Cretaceous;23-01-2002 22:00:00;23;23.7;0.0;69.6
OLMOS001;Olmos Cretaceous;23-01-2002 23:00:00;24;24.2;4.0;71.6
OLMOS001;Olmos Cretaceous;24-01-2002 00:00:00;1;25.1;25.0;69.7
OLMOS001;Olmos Cretaceous;24-01-2002 01:00:00;2;20.8;2.0;72.7
OLMOS001;Olmos Cretaceous;24-01-2002 02:00:00;3;19.7;69.0;82.7
OLMOS001;Olmos Cretaceous;24-01-2002 03:00:00;4;18.9;0.0;79.3
OLMOS001;Olmos Cretaceous;24-01-2002 04:00:00;5;17.5;0.0;81.1
OLMOS001;Olmos Cretaceous;24-01-2002 05:00:00;6;18.8;7.0;80.4
OLMOS001;Olmos Cretaceous;24-01-2002 06:00:00;7;15.0;67.0;84.2
OLMOS001;Olmos Cretaceous;24-01-2002 07:00:00;8;17.2;559.0;75.0
OLMOS001;Olmos Cretaceous;24-01-2002 08:00:00;9;18.3;1061.0;87.5
OLMOS001;Olmos Cretaceous;24-01-2002 09:00:00;10;15.3;1536.0;87.7
OLMOS001;Olmos Cretaceous;24-01-2002 10:00:00;11;16.6;1940.0;87.2
OLMOS001;Olmos Cretaceous;24-01-2002 11:00:00;12;19.5;2347.0;76.8
OLMOS001;Olmos Cretaceous;24-01-2002 12:00:00;13;16.2;2586.0;85.1
OLMOS001;Olmos Cretaceous;24-01-2002 13:00:00;14;18.5;2246.0;79.6
OLMOS001;Olmos Cretaceous;24-01-2002 14:00:00;15;20.1;1925.0;77.0
OLMOS001;Olmos Cretaceous;24-01-2002 15:00:00;16;21.1;1631.0;81.8
OLMOS001;Olmos Cretaceous;24-01-2002 16:00:00;17;21.1;1127.0;78.3
OLMOS001;Olmos Cretaceous;24-01-2002 17:00:00;18;23.2;522.0;67.6
OLMOS001;Olmos Cretaceous;24-01-2002 18:00:00;19;21.5;53.0;74.8
OLMOS001;Olmos Cretaceous;24-01-2002 19:00:00;20;24.5;21.0;73.2
OLMOS001;Olmos Cretaceous;24-01-2002 20:00:00;21;19.2;62.0;67.5
OLMOS001;Olmos Cretaceous;24-01-2002 21:00:00;22;25.0;74.0;77.6
OLMOS001;Olmos Cretaceous;24-01-2002 22:00:00;23;23.4;0.0;73.4
OLMOS001;Olmos Cretaceous;24-01-2002 23:00:00;24;19.4;32.0;70.6
OLMOS001;Olmos Cretaceous;25-01-2002 00:00:00;1;22.0;0.0;77.6
OLMOS001;Olmos Cretaceous;25-01-2002 01:00:00;2;19.3;41.0;76.6
OLMOS001;Olmos Cretaceous;25-01-2002 02:00:00;3;19.8;23.0;78.2
OLMOS001;Olmos Cretaceous;25-01-2002 03:00:00;4;19.3;75.0;79.0
OLMOS001;Olmos Cretaceous;25-01-2002 04:00:00;5;18.0;0.0;85.6
OLMOS001;Olmos Cretaceous;25-01-2002 05:00:00;6;15.0;0.0;79.1
OLMOS001;Olmos Cretaceous;25-01-2002 06:00:00;7;15.0;0.0;87.9
OLMOS001;Olmos Cretaceous;25-01-2002 07:00:00;8;15.0;591.0;82.5
OLMOS001;Olmos Cretaceous;25-01-2002 08:00:00;9;15.0;1186.0;89.4
OLMOS001;Olmos Cretaceous;25-01-2002 09:00:00;10;15.6;1587.0;87.7
OLMOS001;Olmos Cretaceous;25-01-2002 10:00:00;11;16.6;2007.0;85.5
OLMOS001;Olmos Cretaceous;25-01-2002 11:00:00;12;18.5;2309.0;80.6
OLMOS001;Olmos Cretaceous;25-01-2002 12:00:00;13;17.8;2184.0;86.6
OLMOS001;Olmos Cretaceous;25-01-2002 13:00:00;14;17.2;2410.0;80.8
OLMOS001;Olmos Cretaceous;25-01-2002 14:00:00;15;20.5;1922.0;72.9
OLMOS001;Olmos Cretaceous;25-01-2002 15:00:00;16;20.2;1873.0;70.3
OLMOS001;Olmos Cretaceous;25-01-2002 16:00:00;17;22.7;1182.0;84.0
OLMOS001;Olmos Cretaceous;25-01-2002 17:00:00;18;24.6;500.0;78.8
OLMOS001;Olmos Cretaceous;25-01-2002 18:00:00;19;24.0;0.0;74.6
OLMOS001;Olmos Cretaceous;25-01-2002 19:00:00;20;22.5;48.0;70.7
OLMOS001;Olmos Cretaceous;25-01-2002 20:00:00;21;24.5;0.0;69.8
OLMOS001;Olmos Cretaceous;25-01-2002 21:00:00;22;22.8;0.0;69.6
OLMOS001;Olmos Cretaceous;25-01-2002 22:00:00;23;23.9;96.0;70.2
OLMOS001;Olmos Cretaceous;25-01-2002 23:00:00;24;20.3;0.0;75.0
OLMOS001;Olmos Cretaceous;26-01-2002 00:00:00;1;21.2;0.0;73.6
OLMOS001;Olmos Cretaceous;26-01-2002 01:00:00;2;21.2;0.0;71.5
OLMOS001;Olmos Cretaceous;26-01-2002 02:00:00;3;21.3;0.0;76.5
OLMOS001;Olmos Cretaceous;26-01-2002 03:00:00;4;18.2;11.0;76.3
OLMOS001;Olmos Cretaceous;26-01-2002 04:00:00;5;17.6;25.0;83.9
OLMOS001;Olmos Cretaceous;26-01-2002 05:00:00;6;17.3;16.0;80.0
OLMOS001;Olmos Cretaceous;26-01-2002 06:00:00;7;15.0;28.0;82.1
OLMOS001;Olmos Cretaceous;26-01-2002 07:00:00;8;15.1;651.0;85.5
OLMOS001;Olmos Cretaceous;26-01-2002 08:00:00;9;15.7;1144.0;86.3
OLMOS001;Olmos Cretaceous;26-01-2002 09:00:00;10;15.9;1563.0;83.0
OLMOS001;Olmos Cretaceous;26-01-2002 10:00:00;11;15.0;2225.0;86.5
OLMOS001;Olmos Cretaceous;26-01-2002 11:00:00;12;17.5;2638.0;82.4
OLMOS001;Olmos Cretaceous;26-01-2002 12:00:00;13;18.6;2426.0;79.5
OLMOS001;Olmos Cretaceous;26-01-2002 13:00:00;14;16.4;2068.0;73.8
